Species	Protein ID	Family	Genome/EST	Category
Arabidopsis thaliana	AT3G60030.1	SBP	Genome	TF
Arabidopsis thaliana	AT5G18830.1	SBP	Genome	TF
Arabidopsis thaliana	AT5G18830.2	SBP	Genome	TF
Arabidopsis thaliana	AT5G43270.1	SBP	Genome	TF
Arabidopsis thaliana	AT5G43270.2	SBP	Genome	TF
Arabidopsis thaliana	AT5G43270.3	SBP	Genome	TF
Arabidopsis thaliana	AT5G50570.1	SBP	Genome	TF
Arabidopsis thaliana	AT5G50570.2	SBP	Genome	TF
Arabidopsis thaliana	AT5G50670.1	SBP	Genome	TF
Arabidopsis thaliana	AT1G08540.1	Sigma70-like	Genome	TF
Arabidopsis thaliana	AT1G64860.1	Sigma70-like	Genome	TF
Arabidopsis thaliana	AT2G36990.1	Sigma70-like	Genome	TF
Arabidopsis thaliana	AT3G53920.1	Sigma70-like	Genome	TF
Arabidopsis thaliana	AT5G13730.1	Sigma70-like	Genome	TF
Arabidopsis thaliana	AT5G24120.1	Sigma70-like	Genome	TF
Arabidopsis thaliana	AT1G19790.1	SRS	Genome	TF
Arabidopsis thaliana	AT1G19790.2	SRS	Genome	TF
Arabidopsis thaliana	AT1G75520.1	SRS	Genome	TF
Arabidopsis thaliana	AT2G18120.1	SRS	Genome	TF
Arabidopsis thaliana	AT2G21400.1	SRS	Genome	TF
Arabidopsis thaliana	AT3G51060.1	SRS	Genome	TF
Arabidopsis thaliana	AT3G54430.1	SRS	Genome	TF
Arabidopsis thaliana	AT4G36260.1	SRS	Genome	TF
Arabidopsis thaliana	AT5G12330.1	SRS	Genome	TF
Arabidopsis thaliana	AT5G12330.2	SRS	Genome	TF
Arabidopsis thaliana	AT5G12330.3	SRS	Genome	TF
Arabidopsis thaliana	AT5G33210.1	SRS	Genome	TF
Arabidopsis thaliana	AT5G66350.1	SRS	Genome	TF
Arabidopsis thaliana	AT1G16710.1	TAZ	Genome	TF
Arabidopsis thaliana	AT1G55970.1	TAZ	Genome	TF
Arabidopsis thaliana	AT1G67220.1	TAZ	Genome	TF
Arabidopsis thaliana	AT1G79000.1	TAZ	Genome	TF
Arabidopsis thaliana	AT3G12980.1	TAZ	Genome	TF
Arabidopsis thaliana	AT4G37610.1	TAZ	Genome	TF
Arabidopsis thaliana	AT5G67480.1	TAZ	Genome	TF
Arabidopsis thaliana	AT5G67480.2	TAZ	Genome	TF
Arabidopsis thaliana	AT1G30210.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G30210.2	TCP	Genome	TF
Arabidopsis thaliana	AT1G35560.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G53230.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G58100.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G58100.2	TCP	Genome	TF
Arabidopsis thaliana	AT1G67260.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G68800.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G69690.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G72010.1	TCP	Genome	TF
Arabidopsis thaliana	AT2G31070.1	TCP	Genome	TF
Arabidopsis thaliana	AT2G37000.1	TCP	Genome	TF
Arabidopsis thaliana	AT2G45680.1	TCP	Genome	TF
Arabidopsis thaliana	AT3G02150.1	TCP	Genome	TF
Arabidopsis thaliana	AT3G02150.2	TCP	Genome	TF
Arabidopsis thaliana	AT3G15030.1	TCP	Genome	TF
Arabidopsis thaliana	AT3G15030.2	TCP	Genome	TF
Arabidopsis thaliana	AT3G18550.1	TCP	Genome	TF
Arabidopsis thaliana	AT3G18550.2	TCP	Genome	TF
Arabidopsis thaliana	AT3G27010.1	TCP	Genome	TF
Arabidopsis thaliana	AT3G45150.1	TCP	Genome	TF
Arabidopsis thaliana	AT3G47620.1	TCP	Genome	TF
Arabidopsis thaliana	AT4G18390.1	TCP	Genome	TF
Arabidopsis thaliana	AT4G18390.2	TCP	Genome	TF
Arabidopsis thaliana	AT5G08070.1	TCP	Genome	TF
Arabidopsis thaliana	AT5G08330.1	TCP	Genome	TF
Arabidopsis thaliana	AT5G23280.1	TCP	Genome	TF
Arabidopsis thaliana	AT5G41030.1	TCP	Genome	TF
Arabidopsis thaliana	AT5G51910.1	TCP	Genome	TF
Arabidopsis thaliana	AT5G51910.2	TCP	Genome	TF
Arabidopsis thaliana	AT5G60970.1	TCP	Genome	TF
Arabidopsis thaliana	AT1G17380.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G19180.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G19180.2	Tify	Genome	TF
Arabidopsis thaliana	AT1G30135.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G48500.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G48500.2	Tify	Genome	TF
Arabidopsis thaliana	AT1G48500.3	Tify	Genome	TF
Arabidopsis thaliana	AT1G70700.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G70700.2	Tify	Genome	TF
Arabidopsis thaliana	AT1G70700.3	Tify	Genome	TF
Arabidopsis thaliana	AT1G72450.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G74950.1	Tify	Genome	TF
Arabidopsis thaliana	AT2G34600.1	Tify	Genome	TF
Arabidopsis thaliana	AT3G17860.1	Tify	Genome	TF
Arabidopsis thaliana	AT3G17860.2	Tify	Genome	TF
Arabidopsis thaliana	AT3G17860.3	Tify	Genome	TF
Arabidopsis thaliana	AT3G21175.3	Tify	Genome	TF
Arabidopsis thaliana	AT3G43440.1	Tify	Genome	TF
Arabidopsis thaliana	AT4G14713.1	Tify	Genome	TF
Arabidopsis thaliana	AT4G14713.2	Tify	Genome	TF
Arabidopsis thaliana	AT4G14720.1	Tify	Genome	TF
Arabidopsis thaliana	AT4G32570.1	Tify	Genome	TF
Arabidopsis thaliana	AT5G13220.1	Tify	Genome	TF
Arabidopsis thaliana	AT5G13220.2	Tify	Genome	TF
Arabidopsis thaliana	AT5G13220.3	Tify	Genome	TF
Arabidopsis thaliana	AT5G20900.1	Tify	Genome	TF
Arabidopsis thaliana	AT1G13450.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G13450.2	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G13450.3	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G33240.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G54060.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G76880.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G76890.2	Trihelix	Genome	TF
Arabidopsis thaliana	AT2G33550.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT2G38250.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT2G44730.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G10000.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G10030.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G10030.2	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G11100.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G14180.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G24490.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G24860.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G25990.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G54390.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT3G58630.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G01380.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G03680.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G05550.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G05550.2	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G28300.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G47660.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT5G63420.1	Trihelix	Genome	TF
Arabidopsis thaliana	AT1G16070.1	TUB	Genome	TF
Arabidopsis thaliana	AT1G16070.2	TUB	Genome	TF
Arabidopsis thaliana	AT1G25280.1	TUB	Genome	TF
Arabidopsis thaliana	AT1G25280.2	TUB	Genome	TF
Arabidopsis thaliana	AT1G25280.3	TUB	Genome	TF
Arabidopsis thaliana	AT1G43640.1	TUB	Genome	TF
Arabidopsis thaliana	AT1G47270.1	TUB	Genome	TF
Arabidopsis thaliana	AT1G53320.1	TUB	Genome	TF
Arabidopsis thaliana	AT1G76900.1	TUB	Genome	TF
Arabidopsis thaliana	AT1G76900.2	TUB	Genome	TF
Arabidopsis thaliana	AT2G18280.1	TUB	Genome	TF
Arabidopsis thaliana	AT2G18280.2	TUB	Genome	TF
Arabidopsis thaliana	AT2G47900.1	TUB	Genome	TF
Arabidopsis thaliana	AT2G47900.2	TUB	Genome	TF
Arabidopsis thaliana	AT3G06380.1	TUB	Genome	TF
Arabidopsis thaliana	AT5G18680.1	TUB	Genome	TF
Arabidopsis thaliana	AT2G20825.1	ULT	Genome	TF
Arabidopsis thaliana	AT4G28190.1	ULT	Genome	TF
Arabidopsis thaliana	AT1G28520.1	VOZ	Genome	TF
Arabidopsis thaliana	AT1G28520.2	VOZ	Genome	TF
Arabidopsis thaliana	AT2G42400.1	VOZ	Genome	TF
Arabidopsis thaliana	AT1G13960.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G13960.2	WRKY	Genome	TF
Arabidopsis thaliana	AT1G18860.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G29280.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G29860.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G30650.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G55600.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G62300.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G64000.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G66550.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G66550.2	WRKY	Genome	TF
Arabidopsis thaliana	AT1G66560.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G66600.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G68150.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G69310.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G69310.2	WRKY	Genome	TF
Arabidopsis thaliana	AT1G69810.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G80590.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G80840.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G03340.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G04880.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G04880.2	WRKY	Genome	TF
Arabidopsis thaliana	AT2G21900.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G23320.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G24570.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G25000.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G30250.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G30590.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G34830.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G37260.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G37260.2	WRKY	Genome	TF
Arabidopsis thaliana	AT2G38470.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G40740.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G40740.2	WRKY	Genome	TF
Arabidopsis thaliana	AT2G40750.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G44745.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G46130.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G46130.2	WRKY	Genome	TF
Arabidopsis thaliana	AT2G46400.1	WRKY	Genome	TF
Arabidopsis thaliana	AT2G47260.1	WRKY	Genome	TF
Arabidopsis thaliana	AT3G01080.1	WRKY	Genome	TF
Arabidopsis thaliana	AT3G01970.1	WRKY	Genome	TF
Arabidopsis thaliana	AT3G04670.1	WRKY	Genome	TF
Arabidopsis thaliana	AT3G04670.2	WRKY	Genome	TF
Arabidopsis thaliana	AT3G56400.1	WRKY	Genome	TF
Arabidopsis thaliana	AT3G58710.1	WRKY	Genome	TF
Arabidopsis thaliana	AT3G58710.2	WRKY	Genome	TF
Arabidopsis thaliana	AT3G62340.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G01250.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G01720.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G04450.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G11070.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G11070.2	WRKY	Genome	TF
Arabidopsis thaliana	AT4G12020.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G12020.2	WRKY	Genome	TF
Arabidopsis thaliana	AT4G18170.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G22070.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G23550.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G23810.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G24240.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G26440.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G26640.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G26640.2	WRKY	Genome	TF
Arabidopsis thaliana	AT4G30935.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G31550.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G31550.2	WRKY	Genome	TF
Arabidopsis thaliana	AT4G31800.1	WRKY	Genome	TF
Arabidopsis thaliana	AT4G31800.2	WRKY	Genome	TF
Arabidopsis thaliana	AT4G39410.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G01900.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G07100.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G07100.2	WRKY	Genome	TF
Arabidopsis thaliana	AT5G13080.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G15130.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G22570.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G24110.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G26170.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G28650.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G41570.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G43290.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G45050.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G45050.2	WRKY	Genome	TF
Arabidopsis thaliana	AT5G45260.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G46350.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G49520.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G52830.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G56270.1	WRKY	Genome	TF
Arabidopsis thaliana	AT5G64810.1	WRKY	Genome	TF
Arabidopsis thaliana	AT1G14440.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT1G14440.2	zf-HD	Genome	TF
Arabidopsis thaliana	AT1G14687.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT1G18835.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT1G69600.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT1G74660.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT1G75240.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT2G02540.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT2G18350.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT3G28917.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT3G28920.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT3G50890.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT4G24660.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT5G15210.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT5G39760.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT5G42780.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT5G60480.1	zf-HD	Genome	TF
Arabidopsis thaliana	AT5G65410.1	zf-HD	Genome	TF
